LoanID,Jurisdiction,Borrower,Sector,OriginalAmount(USDk),OutstandingAmount(USDk),EAD(USDk),Rating,PD,LGD,InterestRate(%),OriginationDate,MaturityDate,Stage,DaysPastDue,DefaultFlag
LON03550,GU,Kim-Perkins,Hospitality,550.69,437.94,449.79,B,0.05,0.45,6.85,2023-09-08,2032-02-04,1,0,0
LON03551,KY,Suarez-Johnson,PrivateWealth,1374.49,1160.76,1204.51,BBB,0.005,0.25,5.3,2022-08-25,2031-11-25,1,0,0
LON03552,BM,Garcia-Meyer,Hospitality,683.38,533.93,558.76,AAA,0.0001,0.45,7.91,2020-08-26,2026-08-12,1,0,0
LON03553,KY,"Bryant, Phillips and Pierce",InvestmentHoldCo,1786.7,1531.74,1582.54,A,0.001,0.35,6.69,2022-12-03,2031-11-23,1,30,0
LON03554,JE,Martin-Adams,Energy,3591.0,2874.39,2897.82,AA,0.0005,0.45,5.82,2020-03-01,2021-05-09,1,90,0
LON03555,KY,"Dunlap, Stein and Caldwell",PrivateWealth,715.46,610.14,612.06,BB,0.02,0.25,5.37,2021-12-26,2027-06-21,1,0,0
LON03556,KY,"Johnson, Robinson and Merritt",RealEstate,639.77,526.71,544.68,B,0.05,0.35,5.69,2021-12-24,2023-10-23,1,90,0
LON03557,BM,Thomas Ltd,Energy,757.84,690.78,707.99,AA,0.0005,0.35,3.92,2023-11-17,2027-12-27,1,0,0
LON03558,KY,Ramirez-Becker,Hospitality,468.17,440.18,454.84,BBB,0.005,0.45,7.83,2021-05-25,2029-11-01,3,0,0
LON03559,GU,Baker Group,Retail,1648.2,1543.56,1604.81,BBB,0.005,0.35,3.31,2020-12-14,2022-09-09,1,0,0
LON03560,BM,Miller-Sullivan,Technology,1639.02,1634.94,1661.16,AA,0.0005,0.35,4.0,2019-11-07,2026-11-20,3,0,0
LON03561,KY,"Young, Ross and White",Energy,547.83,465.06,467.75,BB,0.02,0.35,8.75,2023-07-02,2027-12-13,1,30,0
LON03562,JE,"Neal, King and Hickman",Hospitality,831.92,647.31,662.42,A,0.001,0.35,4.97,2021-10-05,2026-06-04,1,90,0
LON03563,KY,Lewis-Mccoy,RealEstate,182.63,148.38,152.82,B,0.05,0.35,5.24,2020-08-18,2028-05-26,1,0,0
LON03564,KY,Jones Inc,RealEstate,402.27,313.72,320.13,BB,0.02,0.25,5.47,2023-05-03,2024-09-14,1,0,0
LON03565,KY,Adams LLC,Shipping,435.99,401.78,418.3,B,0.05,0.25,8.2,2020-01-15,2027-04-21,1,0,0
LON03566,JE,Wilson-Dunn,InvestmentHoldCo,439.33,353.63,368.29,BB,0.02,0.45,8.03,2022-02-18,2027-08-15,1,30,0
LON03567,BM,"West, Lambert and Garcia",RealEstate,507.17,440.34,462.0,B,0.05,0.25,6.43,2021-04-03,2029-11-10,1,30,0
LON03568,BM,Baker-Chandler,Retail,1007.77,966.94,980.48,BB,0.02,0.25,8.57,2020-09-22,2029-11-16,1,0,0
LON03569,BM,Camacho-Kirby,Energy,641.9,591.91,608.39,BBB,0.005,0.25,5.5,2023-03-28,2025-04-26,2,90,0
LON03570,KY,Cook LLC,Hospitality,129.46,119.27,124.64,B,0.05,0.45,7.77,2021-03-18,2023-10-07,1,90,0
LON03571,KY,Underwood PLC,Shipping,786.54,770.61,780.18,A,0.001,0.45,6.09,2021-02-10,2030-02-27,2,90,0
LON03572,GU,Lee LLC,Hospitality,263.94,251.22,252.84,B,0.05,0.25,5.71,2022-01-16,2025-10-26,1,60,0
LON03573,GU,"Wilson, Davis and Thomas",PrivateWealth,318.02,303.45,311.86,BB,0.02,0.25,8.41,2019-07-24,2025-07-28,1,90,0
LON03574,GU,Warren Group,Shipping,716.97,661.07,667.52,BBB,0.005,0.25,5.69,2023-11-26,2028-01-21,1,0,0
LON03575,BM,Hayes Inc,PrivateWealth,1086.53,838.92,873.99,BB,0.02,0.25,6.79,2021-06-16,2025-08-13,1,0,0
LON03576,BM,"Cole, Nunez and Johnson",InvestmentHoldCo,754.61,694.18,706.16,BB,0.02,0.45,3.97,2021-05-21,2026-06-14,1,0,0
LON03577,BM,Cruz-Davis,Technology,408.66,327.75,343.26,A,0.001,0.25,6.57,2023-02-20,2027-08-09,1,30,0
LON03578,BM,Garner-Young,Energy,446.99,408.89,417.74,BB,0.02,0.25,8.18,2021-01-04,2026-11-26,1,0,0
LON03579,KY,Frank LLC,PrivateWealth,401.28,359.61,370.44,BBB,0.005,0.45,6.07,2021-06-24,2028-07-01,2,0,0
LON03580,GU,Rodriguez Group,Hospitality,224.44,211.11,218.76,BBB,0.005,0.45,4.4,2021-02-07,2026-08-01,1,60,0
LON03581,JE,Collins and Sons,Hospitality,348.21,326.72,330.57,BB,0.02,0.25,8.51,2020-11-06,2028-10-03,1,30,0
LON03582,JE,Hernandez-Gallegos,Technology,1027.55,950.54,995.37,AA,0.0005,0.6,3.8,2023-04-16,2025-07-30,1,0,0
LON03583,BM,Rogers and Sons,InvestmentHoldCo,438.86,380.28,396.06,BBB,0.005,0.35,3.41,2023-09-26,2025-12-12,1,0,0
LON03584,KY,"Oliver, Benson and Weaver",Shipping,775.22,611.68,615.51,BB,0.02,0.25,7.78,2023-10-03,2028-09-07,1,0,0
LON03585,GU,Berry-Rose,InvestmentHoldCo,575.34,559.33,563.26,AA,0.0005,0.35,3.64,2019-07-26,2023-09-01,1,0,0
LON03586,KY,"Nguyen, Terry and Lewis",Energy,1265.74,1237.22,1242.0,BBB,0.005,0.6,8.89,2023-06-18,2032-07-19,1,0,0
LON03587,GU,"Smith, Roach and Perez",PrivateWealth,935.66,732.6,741.37,AA,0.0005,0.35,6.71,2020-11-10,2027-08-05,1,0,0
LON03588,BM,Gordon-Price,RealEstate,2852.12,2604.44,2651.03,BB,0.02,0.35,6.72,2019-09-19,2024-10-08,1,0,0
LON03589,BM,Schroeder Inc,PrivateWealth,208.25,203.32,205.95,A,0.001,0.45,3.71,2022-06-08,2027-03-08,1,0,0
LON03590,KY,Gonzalez-Reyes,Energy,3895.66,3085.97,3121.31,BB,0.02,0.6,6.3,2023-11-02,2026-06-02,1,0,0
LON03591,GU,"Shaw, Horton and Gibson",PrivateWealth,569.52,506.11,509.71,BBB,0.005,0.25,3.15,2021-01-23,2022-03-30,1,0,0
LON03592,KY,Villegas Inc,InvestmentHoldCo,876.14,875.97,891.14,BBB,0.005,0.35,6.93,2021-01-08,2029-11-09,1,0,0
LON03593,GU,Farmer-Juarez,Hospitality,292.67,241.4,248.65,A,0.001,0.35,4.3,2022-10-25,2026-09-15,1,30,0
LON03594,BM,"Johnson, Chapman and Howard",Hospitality,1156.79,955.39,968.31,AA,0.0005,0.6,4.87,2023-06-30,2027-11-11,1,90,0
LON03595,BM,Harrington LLC,Retail,763.69,706.9,706.97,BB,0.02,0.25,7.53,2023-05-19,2029-11-13,1,0,0
LON03596,BM,"Jordan, Douglas and Anderson",Shipping,683.7,670.76,679.03,BB,0.02,0.35,5.46,2023-07-07,2025-01-05,1,0,0
LON03597,JE,Bates-Estrada,Energy,973.66,933.61,934.84,BB,0.02,0.35,4.8,2020-10-10,2022-12-14,1,90,0
LON03598,KY,Shepherd-Rogers,Hospitality,909.7,744.6,780.55,A,0.001,0.25,7.04,2023-03-14,2024-08-22,1,0,0
LON03599,GU,Martin PLC,InvestmentHoldCo,309.13,285.05,288.92,BB,0.02,0.35,6.97,2021-06-17,2023-01-30,1,0,0
LON03600,GU,Farmer Ltd,Shipping,633.8,568.24,569.33,BB,0.02,0.45,7.14,2020-02-08,2021-05-12,1,60,0
LON03601,KY,"Randall, Guerrero and Griffin",Shipping,186.63,151.38,158.71,B,0.05,0.25,4.76,2022-05-17,2031-05-23,1,0,0
LON03602,BM,Howard-Newman,InvestmentHoldCo,304.61,286.59,298.18,A,0.001,0.25,3.56,2019-12-24,2025-06-23,2,0,0
LON03603,KY,Rivers Group,Energy,518.21,463.37,473.5,A,0.001,0.25,6.14,2020-05-12,2027-09-21,2,0,0
LON03604,GU,"Valencia, Cross and Nguyen",PrivateWealth,259.19,230.55,236.35,BB,0.02,0.35,4.31,2020-02-23,2029-10-29,1,0,0
LON03605,JE,"Jones, Williams and Blair",Retail,1536.65,1274.98,1282.52,BB,0.02,0.25,4.62,2021-01-07,2023-02-03,1,0,0
LON03606,BM,"Jordan, Taylor and Blevins",Retail,1350.88,1054.7,1076.76,A,0.001,0.25,5.71,2019-10-30,2023-11-02,1,90,0
LON03607,GU,Gardner Group,Retail,2645.79,2331.07,2398.2,B,0.05,0.35,5.49,2021-07-25,2029-02-28,1,0,0
LON03608,KY,Harris and Sons,Energy,839.2,689.91,690.37,BB,0.02,0.6,3.81,2023-02-07,2026-12-24,1,0,0
LON03609,KY,Herman-Harrison,Retail,488.16,454.65,465.96,A,0.001,0.25,3.69,2019-08-31,2025-03-15,1,0,0
LON03610,BM,"Davis, Robinson and Sparks",Retail,4284.31,3872.09,4000.57,AA,0.0005,0.35,6.68,2023-05-15,2033-01-17,1,30,0
LON03611,JE,Tucker-Coleman,Energy,946.06,943.82,956.57,BBB,0.005,0.35,6.34,2022-12-16,2029-05-04,1,30,0
LON03612,KY,Johnson-Smith,PrivateWealth,1076.71,1028.14,1077.96,B,0.05,0.35,6.47,2021-03-12,2030-03-23,1,0,0
LON03613,GU,"Phillips, Garza and Aguirre",RealEstate,373.12,349.6,359.32,BB,0.02,0.35,6.37,2019-09-18,2026-10-12,2,90,0
LON03614,GU,White Ltd,Technology,375.81,343.39,352.72,B,0.05,0.35,5.44,2024-01-08,2026-05-15,2,0,0
LON03615,KY,"Middleton, Russo and Yoder",Technology,1560.51,1207.51,1243.93,AAA,0.0001,0.45,5.18,2020-01-08,2024-10-31,1,0,0
LON03616,KY,"Johnson, Carpenter and Ward",RealEstate,1668.35,1592.11,1646.76,BBB,0.005,0.25,8.28,2022-01-27,2025-01-17,1,0,0
LON03617,KY,Ray LLC,Energy,711.03,583.73,592.46,BBB,0.005,0.35,8.72,2024-05-21,2029-03-20,1,0,0
LON03618,BM,Clark PLC,PrivateWealth,397.49,387.61,390.92,A,0.001,0.6,8.39,2020-09-01,2023-09-05,1,0,0
LON03619,KY,Lucas-Kane,Retail,532.69,479.42,495.96,BBB,0.005,0.35,6.11,2022-01-22,2029-08-16,1,0,0
LON03620,BM,Munoz-Brooks,Energy,2066.56,1755.27,1776.39,A,0.001,0.6,4.42,2020-11-16,2024-02-23,1,60,0
LON03621,BM,Figueroa-Cervantes,RealEstate,3313.29,2834.78,2855.85,BBB,0.005,0.6,4.28,2021-10-12,2027-12-06,1,60,0
LON03622,GU,"Wilson, Moss and Harper",Energy,425.18,380.42,395.67,BB,0.02,0.25,3.25,2023-07-02,2033-06-04,1,90,0
LON03623,GU,"Thompson, Giles and Mccullough",Hospitality,1037.95,1012.12,1020.02,BB,0.02,0.35,5.41,2022-08-22,2030-03-28,1,0,0
LON03624,KY,"Brown, Patel and Bullock",InvestmentHoldCo,1647.13,1578.74,1645.26,BB,0.02,0.25,8.97,2019-08-31,2023-04-29,1,90,0
LON03625,BM,Lee-Mendez,Energy,557.98,557.29,557.4,BB,0.02,0.35,3.88,2020-04-28,2026-01-24,2,0,0
LON03626,BM,"Cox, Buchanan and Neal",InvestmentHoldCo,1336.55,1108.74,1112.32,BBB,0.005,0.45,8.85,2020-12-20,2022-10-05,1,0,0
LON03627,GU,"Waters, Schwartz and Gallegos",RealEstate,1191.54,1071.51,1121.94,BBB,0.005,0.45,3.43,2022-03-20,2026-10-05,1,0,0
LON03628,KY,Lee Group,Hospitality,1162.02,1081.45,1110.78,A,0.001,0.25,7.83,2024-05-23,2027-12-02,1,0,0
LON03629,KY,"Lang, Villegas and Boyd",Retail,576.57,500.94,500.95,B,0.05,0.25,3.94,2021-06-02,2028-10-12,1,90,0
LON03630,BM,Jones PLC,Retail,1022.56,959.39,1007.27,BBB,0.005,0.25,6.51,2020-03-29,2028-03-06,1,90,0
LON03631,KY,"Mckay, Powers and Navarro",Technology,1409.6,1151.56,1190.32,B,0.05,0.35,8.87,2022-07-14,2028-05-27,1,0,0
LON03632,JE,Santos Group,Energy,359.53,324.22,331.44,BBB,0.005,0.35,8.29,2024-03-17,2029-12-08,1,0,0
LON03633,BM,"Fowler, Johnson and Harrison",Energy,887.63,837.47,857.84,BB,0.02,0.25,8.26,2021-02-28,2025-08-26,1,60,0
LON03634,KY,Gill-Shepard,Shipping,827.08,757.17,793.53,A,0.001,0.25,3.09,2024-02-04,2025-07-24,1,0,0
LON03635,KY,"Robertson, Jones and Campbell",RealEstate,298.44,240.92,242.92,BBB,0.005,0.35,8.2,2021-10-28,2022-12-06,1,0,0
LON03636,BM,Jones PLC,Retail,686.53,620.29,650.32,BB,0.02,0.6,4.39,2022-10-22,2026-05-21,1,0,0
LON03637,BM,Gray-Marks,Energy,255.4,204.68,209.51,A,0.001,0.35,6.42,2023-09-26,2032-12-26,1,0,0
LON03638,JE,"Lewis, Meyer and Wallace",Technology,329.64,301.01,302.31,BB,0.02,0.35,4.07,2021-05-22,2031-02-25,1,0,0
LON03639,BM,"Pratt, Turner and Fisher",PrivateWealth,659.25,625.26,655.98,BB,0.02,0.6,5.31,2019-09-07,2023-04-01,1,60,0
LON03640,KY,Williams-Brown,Shipping,871.36,798.34,814.95,A,0.001,0.25,5.78,2021-09-06,2030-08-25,1,90,0
LON03641,BM,Cook and Sons,RealEstate,424.98,359.88,368.0,A,0.001,0.45,3.41,2020-01-31,2024-04-10,2,90,0
LON03642,KY,Walker-Strong,PrivateWealth,738.51,628.13,639.41,A,0.001,0.25,3.3,2022-02-22,2027-03-16,1,90,0
LON03643,KY,Jones Inc,Retail,978.53,772.72,790.84,A,0.001,0.6,8.09,2021-10-21,2025-06-03,1,30,0
LON03644,BM,"Bullock, Medina and Gordon",Technology,260.87,255.07,255.71,BBB,0.005,0.25,6.15,2024-01-02,2025-12-06,1,60,0
LON03645,BM,Bean-Nguyen,RealEstate,1637.07,1481.52,1554.26,BB,0.02,0.25,4.44,2021-03-14,2024-02-04,1,0,0
LON03646,GU,"Huber, Williams and Harper",Retail,120.22,93.14,97.78,BBB,0.005,0.25,6.02,2024-04-23,2031-12-29,1,60,0
LON03647,KY,Wilson-Ross,Retail,280.21,240.25,240.46,BBB,0.005,0.25,6.45,2022-11-14,2025-10-14,1,90,0
LON03648,BM,Meadows-Hall,Shipping,668.76,656.62,665.32,A,0.001,0.45,6.41,2022-06-13,2026-10-03,2,90,0
LON03649,JE,Frank-Jones,RealEstate,1809.61,1404.89,1456.02,BB,0.02,0.6,7.89,2022-02-01,2024-04-01,2,0,0
LON03650,KY,Clayton-Jones,Hospitality,611.85,545.7,563.48,A,0.001,0.25,5.7,2021-04-19,2031-01-16,1,0,0
LON03651,KY,Le-Gonzalez,Energy,618.63,574.86,590.05,BB,0.02,0.35,8.08,2020-04-09,2027-09-25,1,30,0
LON03652,KY,Stone-Tucker,Energy,522.23,471.54,490.51,BB,0.02,0.35,6.15,2021-04-25,2027-12-03,1,0,0
LON03653,BM,Poole PLC,InvestmentHoldCo,205.69,199.66,208.57,AA,0.0005,0.25,6.68,2019-07-11,2027-10-28,1,0,0
LON03654,BM,"Watson, Johnson and Marsh",PrivateWealth,260.34,243.46,251.46,BB,0.02,0.25,8.24,2022-02-08,2027-12-29,1,0,0
LON03655,KY,Miller-Thomas,Technology,384.61,307.71,313.27,B,0.05,0.35,7.7,2020-03-19,2024-01-16,1,0,0
LON03656,BM,Nichols Group,Energy,984.74,798.71,802.08,BB,0.02,0.45,8.91,2022-03-11,2023-07-11,1,0,0
LON03657,KY,Clay-Wolf,Retail,503.31,416.96,430.04,BB,0.02,0.25,7.42,2022-05-29,2025-10-16,1,30,0
LON03658,KY,Soto Group,PrivateWealth,378.1,296.21,309.32,BBB,0.005,0.25,8.15,2020-11-24,2027-12-04,1,60,0
LON03659,BM,Smith Group,Shipping,1732.77,1389.04,1423.03,A,0.001,0.25,8.06,2020-05-27,2029-06-09,1,0,0
LON03660,KY,Jones-Allen,InvestmentHoldCo,1444.55,1275.28,1315.35,B,0.05,0.25,4.3,2019-10-19,2024-09-03,1,0,0
LON03661,BM,"Walker, Perez and Fernandez",Hospitality,191.03,164.64,165.32,A,0.001,0.25,4.19,2023-01-29,2028-10-14,1,0,0
LON03662,KY,"Graham, Clark and Graham",Technology,811.65,763.79,792.58,BBB,0.005,0.25,8.74,2022-10-08,2028-05-27,2,0,0
LON03663,KY,Ramos-Ayala,Retail,1930.87,1573.27,1596.15,BBB,0.005,0.45,8.39,2023-01-29,2032-09-29,1,0,0
LON03664,BM,"Buck, Griffin and Buchanan",Retail,1212.59,1098.42,1116.3,A,0.001,0.25,6.3,2023-10-12,2033-09-30,1,0,0
LON03665,GU,Obrien-Sherman,Shipping,823.12,682.02,705.82,AA,0.0005,0.6,7.39,2020-04-24,2026-07-19,2,0,0
LON03666,GU,Campos-Morales,Hospitality,1149.4,906.56,947.05,BB,0.02,0.35,6.51,2023-03-26,2030-02-12,1,60,0
LON03667,BM,Wright-Bailey,Technology,724.43,717.87,729.85,BB,0.02,0.45,4.06,2022-03-21,2029-12-11,1,0,0
LON03668,BM,"Franco, Pitts and Henson",InvestmentHoldCo,271.43,271.02,284.26,A,0.001,0.6,7.64,2022-06-11,2028-01-26,1,0,0
LON03669,GU,Jones-Moyer,Hospitality,1294.05,1077.19,1077.91,BBB,0.005,0.25,6.4,2022-02-25,2026-07-30,1,30,0
LON03670,KY,"Young, Love and Knight",Hospitality,1259.39,974.91,986.51,B,0.05,0.45,7.35,2022-06-15,2027-02-27,1,30,0
LON03671,KY,"Shah, Hanson and Phillips",PrivateWealth,511.59,398.86,414.94,A,0.001,0.6,8.87,2019-12-22,2029-06-21,1,60,0
LON03672,JE,Mcdonald-Berg,Energy,717.53,602.01,627.52,BB,0.02,0.25,4.48,2023-07-17,2032-03-13,1,90,0
LON03673,BM,"Perez, Gutierrez and Davidson",Technology,156.87,135.77,139.91,BBB,0.005,0.6,3.55,2019-08-24,2022-10-10,1,30,0
LON03674,BM,"Green, Graham and Thompson",InvestmentHoldCo,385.22,327.39,333.96,A,0.001,0.35,7.39,2019-09-17,2022-08-02,1,90,0
LON03675,KY,Martinez-Hogan,RealEstate,918.88,721.38,740.5,B,0.05,0.25,4.36,2019-07-02,2024-09-27,1,0,0
LON03676,GU,"Ramirez, Ramirez and Perez",InvestmentHoldCo,956.78,835.46,857.13,B,0.05,0.25,3.77,2023-01-19,2028-04-13,1,60,0
LON03677,JE,Byrd-Serrano,Hospitality,593.31,543.98,555.89,BBB,0.005,0.45,4.02,2022-10-01,2029-06-19,1,0,0
LON03678,JE,Delgado-Robles,RealEstate,805.85,714.9,730.3,BBB,0.005,0.45,4.52,2023-02-21,2026-05-03,1,60,0
LON03679,BM,Davis Inc,Technology,918.38,742.17,746.36,B,0.05,0.25,8.39,2021-08-11,2024-05-15,2,0,0
LON03680,BM,Tran Inc,InvestmentHoldCo,137.67,124.41,125.14,AA,0.0005,0.25,7.24,2020-06-09,2022-12-18,1,0,0
LON03681,GU,Wood-Nguyen,Hospitality,495.63,383.18,386.17,B,0.05,0.25,8.27,2023-05-27,2026-11-11,1,0,0
LON03682,BM,Williamson-Wheeler,Technology,729.6,671.87,678.12,A,0.001,0.45,4.12,2022-11-01,2024-11-04,1,60,0
LON03683,JE,Cook-Williams,Energy,321.55,291.54,304.75,BB,0.02,0.6,5.95,2021-01-15,2026-01-25,1,30,0
LON03684,KY,Gates and Sons,Energy,122.71,102.3,104.51,A,0.001,0.45,8.47,2022-09-15,2032-04-17,1,90,0
LON03685,BM,"Wells, Holmes and Smith",Shipping,477.18,371.58,374.43,A,0.001,0.6,7.95,2022-10-18,2030-02-20,1,0,0
LON03686,JE,Russell Inc,PrivateWealth,1067.12,946.66,984.07,AA,0.0005,0.6,7.26,2019-09-09,2021-03-31,1,0,0
LON03687,JE,"Bauer, Dean and Phillips",Hospitality,1094.11,940.38,962.96,BBB,0.005,0.45,3.34,2021-01-12,2023-09-10,1,0,0
LON03688,BM,"Roberts, Jordan and Shea",Hospitality,530.32,519.01,519.13,B,0.05,0.45,5.68,2020-11-26,2023-05-08,1,90,0
LON03689,KY,Villarreal-Brown,Shipping,392.49,311.78,312.32,B,0.05,0.45,8.47,2020-06-03,2024-10-17,1,0,0
LON03690,KY,"Stone, White and Gonzalez",Energy,533.43,487.32,507.55,AA,0.0005,0.45,5.17,2022-03-25,2028-01-19,1,0,0
LON03691,KY,"Smith, Jimenez and Stewart",Energy,378.24,359.1,362.95,A,0.001,0.25,5.47,2019-12-14,2022-07-15,1,90,0
LON03692,BM,Evans Inc,Shipping,1610.12,1570.71,1617.35,BBB,0.005,0.35,7.91,2020-02-17,2029-04-13,1,0,0
LON03693,JE,Sexton-Garcia,Hospitality,371.22,338.7,345.61,BBB,0.005,0.35,6.42,2020-01-06,2021-09-25,1,0,0
LON03694,GU,Russo-Shepard,Retail,2307.57,1823.03,1906.12,A,0.001,0.25,6.5,2020-10-14,2022-03-10,1,90,0
LON03695,KY,Day-Sanchez,Shipping,342.0,268.45,273.63,AA,0.0005,0.35,7.07,2024-03-22,2031-10-08,1,0,0
LON03696,BM,"Jones, Dennis and Hall",Retail,88.62,84.68,85.85,B,0.05,0.45,3.79,2019-10-04,2028-12-15,1,60,0
LON03697,KY,"Mercer, Cruz and Collins",Hospitality,266.91,222.77,227.89,AA,0.0005,0.45,3.13,2021-05-18,2024-05-20,1,0,0
LON03698,GU,West-Gonzales,Retail,500.43,435.95,449.79,AA,0.0005,0.25,3.72,2020-06-23,2024-02-27,1,30,0
LON03699,KY,Gomez and Sons,Shipping,4491.17,3708.4,3834.77,B,0.05,0.45,8.37,2024-05-14,2032-07-31,2,30,0
LON03700,BM,"Collins, Kelly and Anderson",RealEstate,526.17,501.01,513.91,BBB,0.005,0.45,8.64,2024-04-02,2029-06-16,1,90,0
LON03701,BM,Vargas Ltd,PrivateWealth,1253.76,1142.0,1142.06,A,0.001,0.25,5.22,2020-02-09,2024-07-04,2,0,0
LON03702,JE,"Henderson, Rivera and Wilson",Retail,756.82,674.11,705.04,BBB,0.005,0.45,5.73,2020-08-12,2029-12-22,1,30,0
LON03703,KY,Reed-Anderson,Retail,432.14,397.06,411.98,AAA,0.0001,0.6,5.64,2020-12-09,2030-01-19,1,60,0
LON03704,BM,Travis-Shaw,Retail,2459.32,2197.71,2220.23,A,0.001,0.25,3.9,2022-04-26,2029-05-24,1,0,0
LON03705,KY,Smith-Stone,Technology,854.41,714.96,736.62,A,0.001,0.35,7.04,2021-07-09,2024-06-08,1,0,0
LON03706,KY,Peterson-Palmer,InvestmentHoldCo,746.73,665.45,683.2,A,0.001,0.45,5.96,2021-01-21,2024-04-11,1,0,0
LON03707,BM,Parker Group,Shipping,657.65,561.12,574.86,BB,0.02,0.25,3.56,2020-11-13,2029-03-22,1,0,0
LON03708,KY,"Moon, Perez and Hernandez",InvestmentHoldCo,1180.96,955.78,993.33,B,0.05,0.6,8.92,2020-01-06,2029-12-07,1,0,0
LON03709,BM,Williams-Guerrero,Technology,671.03,587.71,592.96,B,0.05,0.35,8.95,2021-03-12,2029-05-06,2,0,0
LON03710,KY,"Baird, Wilson and Garza",InvestmentHoldCo,593.69,515.61,536.85,BB,0.02,0.35,5.47,2023-04-19,2025-07-22,1,90,0
LON03711,KY,"Edwards, Russell and Bauer",Retail,189.41,175.21,179.22,BB,0.02,0.25,3.02,2021-07-29,2029-09-26,1,30,0
LON03712,BM,Kaiser-Mullins,Hospitality,228.04,196.31,202.1,A,0.001,0.45,3.85,2022-11-15,2032-04-23,1,90,0
LON03713,BM,Chen-Harris,Technology,874.96,731.13,740.42,BBB,0.005,0.25,3.84,2022-06-21,2023-06-28,1,0,0
LON03714,BM,"Henderson, Smith and Fleming",InvestmentHoldCo,1373.99,1210.6,1258.0,BBB,0.005,0.6,5.4,2020-05-16,2025-07-04,1,90,0
LON03715,KY,Gutierrez PLC,Energy,908.16,761.75,785.02,BBB,0.005,0.45,8.63,2023-10-16,2025-08-16,1,90,0
LON03716,KY,Simmons-Martin,Energy,936.7,816.61,854.04,BBB,0.005,0.6,6.74,2020-03-29,2028-10-18,1,0,0
LON03717,JE,Cowan-Martinez,Retail,1678.44,1654.17,1690.94,BBB,0.005,0.45,7.21,2021-03-04,2023-04-05,1,60,0
LON03718,BM,Cain Group,Shipping,1047.48,962.41,990.62,BBB,0.005,0.25,6.53,2019-07-13,2023-06-26,1,0,0
LON03719,BM,Phillips and Sons,Retail,1516.9,1210.14,1257.03,BB,0.02,0.25,5.26,2023-04-10,2029-05-24,1,0,0
LON03720,KY,Humphrey and Sons,PrivateWealth,341.88,263.75,274.11,B,0.05,0.35,6.61,2022-02-07,2028-01-24,1,90,0
LON03721,KY,"Weiss, Wang and Duffy",RealEstate,761.93,607.17,634.53,BBB,0.005,0.6,5.0,2020-11-30,2022-08-28,1,0,0
LON03722,KY,Camacho-Tran,PrivateWealth,377.73,347.61,364.7,A,0.001,0.45,4.04,2023-04-09,2025-10-17,1,30,0
LON03723,BM,"Hickman, Hartman and Levy",InvestmentHoldCo,718.43,598.11,607.82,A,0.001,0.35,8.12,2022-08-15,2030-04-28,1,0,0
LON03724,KY,"Peters, Roy and Sanchez",Retail,506.24,390.17,399.57,AA,0.0005,0.35,8.38,2022-07-26,2029-12-06,1,0,0
LON03725,BM,Gilmore Group,Technology,161.57,143.18,147.26,B,0.05,0.45,7.34,2021-10-04,2029-09-11,2,0,0
LON03726,BM,Harrison-Miller,Energy,1452.08,1190.67,1214.93,B,0.05,0.25,3.53,2020-12-06,2029-10-02,1,0,0
LON03727,GU,Jones LLC,Hospitality,1361.98,1231.57,1254.33,BBB,0.005,0.25,7.99,2023-10-28,2032-11-30,1,30,0
LON03728,BM,Reese-Everett,Energy,388.6,335.34,348.51,BBB,0.005,0.25,8.4,2023-03-30,2031-09-25,1,0,0
LON03729,KY,"Jackson, Gonzalez and Fowler",Hospitality,1384.84,1118.45,1142.01,AA,0.0005,0.25,6.31,2020-11-25,2023-11-02,1,0,0
LON03730,BM,Short PLC,RealEstate,654.84,610.04,631.54,BBB,0.005,0.35,7.53,2020-06-12,2030-04-26,1,0,0
LON03731,BM,Browning Inc,Hospitality,359.42,277.31,284.79,BBB,0.005,0.35,6.39,2023-06-20,2029-03-27,1,0,0
LON03732,BM,White-Hansen,Technology,484.98,409.56,416.48,BB,0.02,0.25,7.06,2020-05-14,2021-06-01,1,0,0
LON03733,KY,Walsh LLC,InvestmentHoldCo,1435.79,1294.37,1349.28,A,0.001,0.25,4.63,2023-10-16,2026-03-12,1,60,0
LON03734,KY,"Sanchez, Harris and Rice",PrivateWealth,1023.94,927.32,947.64,BBB,0.005,0.35,8.54,2022-03-13,2030-09-25,1,60,0
LON03735,GU,Wood-Riley,RealEstate,1117.13,861.47,893.95,AAA,0.0001,0.25,5.54,2020-12-11,2025-10-30,1,90,0
LON03736,BM,Hudson Inc,Retail,276.97,274.75,281.01,A,0.001,0.6,3.06,2021-05-24,2030-09-21,2,0,0
LON03737,KY,Solomon Inc,Energy,299.81,286.57,294.04,BB,0.02,0.25,4.92,2019-07-23,2027-05-20,3,0,0
LON03738,BM,"Campbell, Griffith and Reeves",RealEstate,373.61,332.93,343.05,AA,0.0005,0.25,7.59,2023-01-13,2030-09-15,1,30,0
LON03739,JE,"Hernandez, Dillon and Brooks",Technology,285.25,236.79,240.82,A,0.001,0.25,5.21,2021-01-18,2022-12-31,2,60,0
LON03740,BM,"Berg, Ross and Miller",Shipping,546.62,483.63,495.12,BB,0.02,0.35,4.16,2020-07-27,2025-04-24,1,0,0
